run_id,track,task,condition,run_num,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,total_input_tokens,effective_input_tokens,num_turns,num_iterations,duration_ms,duration_api_ms,cost_usd,model,stop_reason,result_length,session_id,is_error,tool_calls,total_tool_calls,used_agent,wall_clock_sec,file,level,num_chunks,ordering,chunks_present
docker-multi-stage_caveman_004,A_prime,docker-multi-stage,caveman,4,1092,619,0,0,1092,1092.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1734,,False,{},0,False,25.54,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/docker-multi-stage_caveman_004.json,,,,
docker-multi-stage_caveman_005,A_prime,docker-multi-stage,caveman,5,1092,734,0,0,1092,1092.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2154,,False,{},0,False,28.01,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/docker-multi-stage_caveman_005.json,,,,
error-boundary_baseline_001,A_prime,error-boundary,baseline,1,71,4793,0,0,71,71.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,15369,,False,{},0,False,49.99,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/error-boundary_baseline_001.json,,,,
error-boundary_baseline_002,A_prime,error-boundary,baseline,2,71,4003,0,0,71,71.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,12906,,False,{},0,False,43.93,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/error-boundary_baseline_002.json,,,,
error-boundary_baseline_003,A_prime,error-boundary,baseline,3,71,3467,0,0,71,71.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,11074,,False,{},0,False,38.81,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/error-boundary_baseline_003.json,,,,
error-boundary_baseline_004,A_prime,error-boundary,baseline,4,71,3711,0,0,71,71.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,11106,,False,{},0,False,94.01,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/error-boundary_baseline_004.json,,,,
error-boundary_baseline_005,A_prime,error-boundary,baseline,5,71,2883,0,0,71,71.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,8937,,False,{},0,False,89.28,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/error-boundary_baseline_005.json,,,,
error-boundary_caveman_001,A_prime,error-boundary,caveman,1,1084,1306,0,0,1084,1084.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,3861,,False,{},0,False,72.58,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/error-boundary_caveman_001.json,,,,
error-boundary_caveman_002,A_prime,error-boundary,caveman,2,1084,1308,0,0,1084,1084.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,3964,,False,{},0,False,40.12,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/error-boundary_caveman_002.json,,,,
error-boundary_caveman_003,A_prime,error-boundary,caveman,3,1084,1136,0,0,1084,1084.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,3273,,False,{},0,False,38.85,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/error-boundary_caveman_003.json,,,,
error-boundary_caveman_004,A_prime,error-boundary,caveman,4,1084,1142,0,0,1084,1084.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,3485,,False,{},0,False,35.69,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/error-boundary_caveman_004.json,,,,
error-boundary_caveman_005,A_prime,error-boundary,caveman,5,1084,1205,0,0,1084,1084.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,3525,,False,{},0,False,29.23,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/error-boundary_caveman_005.json,,,,
git-rebase-merge_baseline_001,A_prime,git-rebase-merge,baseline,1,69,825,0,0,69,69.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2988,,False,{},0,False,27.68,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/git-rebase-merge_baseline_001.json,,,,
git-rebase-merge_baseline_002,A_prime,git-rebase-merge,baseline,2,69,778,0,0,69,69.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2760,,False,{},0,False,24.74,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/git-rebase-merge_baseline_002.json,,,,
git-rebase-merge_baseline_003,A_prime,git-rebase-merge,baseline,3,69,941,0,0,69,69.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,3340,,False,{},0,False,18.12,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/git-rebase-merge_baseline_003.json,,,,
git-rebase-merge_baseline_004,A_prime,git-rebase-merge,baseline,4,69,747,0,0,69,69.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2566,,False,{},0,False,16.66,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/git-rebase-merge_baseline_004.json,,,,
git-rebase-merge_baseline_005,A_prime,git-rebase-merge,baseline,5,69,847,0,0,69,69.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,3034,,False,{},0,False,17.67,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/git-rebase-merge_baseline_005.json,,,,
git-rebase-merge_caveman_001,A_prime,git-rebase-merge,caveman,1,1082,453,0,0,1082,1082.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1420,,False,{},0,False,11.01,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/git-rebase-merge_caveman_001.json,,,,
git-rebase-merge_caveman_002,A_prime,git-rebase-merge,caveman,2,1082,441,0,0,1082,1082.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1412,,False,{},0,False,13.55,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/git-rebase-merge_caveman_002.json,,,,
git-rebase-merge_caveman_003,A_prime,git-rebase-merge,caveman,3,1082,445,0,0,1082,1082.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1438,,False,{},0,False,14.03,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/git-rebase-merge_caveman_003.json,,,,
git-rebase-merge_caveman_004,A_prime,git-rebase-merge,caveman,4,1082,491,0,0,1082,1082.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1542,,False,{},0,False,11.67,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/git-rebase-merge_caveman_004.json,,,,
git-rebase-merge_caveman_005,A_prime,git-rebase-merge,caveman,5,1082,472,0,0,1082,1082.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1469,,False,{},0,False,12.42,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/git-rebase-merge_caveman_005.json,,,,
microservices-monolith_baseline_001,A_prime,microservices-monolith,baseline,1,79,1146,0,0,79,79.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,4507,,False,{},0,False,26.52,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/microservices-monolith_baseline_001.json,,,,
microservices-monolith_baseline_002,A_prime,microservices-monolith,baseline,2,79,1551,0,0,79,79.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,5778,,False,{},0,False,32.43,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/microservices-monolith_baseline_002.json,,,,
microservices-monolith_baseline_003,A_prime,microservices-monolith,baseline,3,79,1490,0,0,79,79.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,5556,,False,{},0,False,31.26,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/microservices-monolith_baseline_003.json,,,,
microservices-monolith_baseline_004,A_prime,microservices-monolith,baseline,4,79,1452,0,0,79,79.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,5027,,False,{},0,False,29.12,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/microservices-monolith_baseline_004.json,,,,
microservices-monolith_baseline_005,A_prime,microservices-monolith,baseline,5,79,1023,0,0,79,79.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,3821,,False,{},0,False,22.37,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/microservices-monolith_baseline_005.json,,,,
microservices-monolith_caveman_001,A_prime,microservices-monolith,caveman,1,1092,446,0,0,1092,1092.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1612,,False,{},0,False,15.36,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/microservices-monolith_caveman_001.json,,,,
microservices-monolith_caveman_002,A_prime,microservices-monolith,caveman,2,1092,720,0,0,1092,1092.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2589,,False,{},0,False,17.81,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/microservices-monolith_caveman_002.json,,,,
microservices-monolith_caveman_003,A_prime,microservices-monolith,caveman,3,1092,673,0,0,1092,1092.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2388,,False,{},0,False,17.66,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/microservices-monolith_caveman_003.json,,,,
microservices-monolith_caveman_004,A_prime,microservices-monolith,caveman,4,1092,512,0,0,1092,1092.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1867,,False,{},0,False,13.57,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/microservices-monolith_caveman_004.json,,,,
microservices-monolith_caveman_005,A_prime,microservices-monolith,caveman,5,1092,433,0,0,1092,1092.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1500,,False,{},0,False,12.7,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/microservices-monolith_caveman_005.json,,,,
postgres-pool_baseline_001,A_prime,postgres-pool,baseline,1,65,1868,0,0,65,65.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,5955,,False,{},0,False,21.85,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/postgres-pool_baseline_001.json,,,,
postgres-pool_baseline_002,A_prime,postgres-pool,baseline,2,65,1879,0,0,65,65.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,6320,,False,{},0,False,39.55,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/postgres-pool_baseline_002.json,,,,
postgres-pool_baseline_003,A_prime,postgres-pool,baseline,3,65,2191,0,0,65,65.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,7117,,False,{},0,False,52.29,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/postgres-pool_baseline_003.json,,,,
postgres-pool_baseline_004,A_prime,postgres-pool,baseline,4,65,2040,0,0,65,65.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,6590,,False,{},0,False,36.94,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/postgres-pool_baseline_004.json,,,,
postgres-pool_baseline_005,A_prime,postgres-pool,baseline,5,65,1970,0,0,65,65.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,6545,,False,{},0,False,28.4,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/postgres-pool_baseline_005.json,,,,
postgres-pool_caveman_001,A_prime,postgres-pool,caveman,1,1078,716,0,0,1078,1078.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2108,,False,{},0,False,26.97,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/postgres-pool_caveman_001.json,,,,
postgres-pool_caveman_002,A_prime,postgres-pool,caveman,2,1078,821,0,0,1078,1078.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2492,,False,{},0,False,23.98,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/postgres-pool_caveman_002.json,,,,
postgres-pool_caveman_003,A_prime,postgres-pool,caveman,3,1078,870,0,0,1078,1078.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2639,,False,{},0,False,12.3,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/postgres-pool_caveman_003.json,,,,
postgres-pool_caveman_004,A_prime,postgres-pool,caveman,4,1078,738,0,0,1078,1078.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2226,,False,{},0,False,15.48,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/postgres-pool_caveman_004.json,,,,
postgres-pool_caveman_005,A_prime,postgres-pool,caveman,5,1078,747,0,0,1078,1078.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2272,,False,{},0,False,26.17,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/postgres-pool_caveman_005.json,,,,
pr-security-review_baseline_001,A_prime,pr-security-review,baseline,1,111,1123,0,0,111,111.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,3377,,False,{},0,False,14.54,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/pr-security-review_baseline_001.json,,,,
pr-security-review_baseline_002,A_prime,pr-security-review,baseline,2,111,1005,0,0,111,111.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,3071,,False,{},0,False,12.5,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/pr-security-review_baseline_002.json,,,,
pr-security-review_baseline_003,A_prime,pr-security-review,baseline,3,111,808,0,0,111,111.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2644,,False,{},0,False,12.28,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/pr-security-review_baseline_003.json,,,,
pr-security-review_baseline_004,A_prime,pr-security-review,baseline,4,111,999,0,0,111,111.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2948,,False,{},0,False,17.2,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/pr-security-review_baseline_004.json,,,,
pr-security-review_baseline_005,A_prime,pr-security-review,baseline,5,111,1029,0,0,111,111.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,3217,,False,{},0,False,24.04,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/pr-security-review_baseline_005.json,,,,
pr-security-review_caveman_001,A_prime,pr-security-review,caveman,1,1124,714,0,0,1124,1124.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1769,,False,{},0,False,14.44,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/pr-security-review_caveman_001.json,,,,
pr-security-review_caveman_002,A_prime,pr-security-review,caveman,2,1124,723,0,0,1124,1124.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1757,,False,{},0,False,15.68,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/pr-security-review_caveman_002.json,,,,
pr-security-review_caveman_003,A_prime,pr-security-review,caveman,3,1124,711,0,0,1124,1124.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1739,,False,{},0,False,11.5,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/pr-security-review_caveman_003.json,,,,
pr-security-review_caveman_004,A_prime,pr-security-review,caveman,4,1124,801,0,0,1124,1124.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2122,,False,{},0,False,24.28,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/pr-security-review_caveman_004.json,,,,
pr-security-review_caveman_005,A_prime,pr-security-review,caveman,5,1124,638,0,0,1124,1124.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1556,,False,{},0,False,15.49,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/pr-security-review_caveman_005.json,,,,
race-condition-debug_baseline_001,A_prime,race-condition-debug,baseline,1,74,1069,0,0,74,74.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,3227,,False,{},0,False,23.69,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/race-condition-debug_baseline_001.json,,,,
race-condition-debug_baseline_002,A_prime,race-condition-debug,baseline,2,74,1347,0,0,74,74.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,4342,,False,{},0,False,20.63,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/race-condition-debug_baseline_002.json,,,,
race-condition-debug_baseline_003,A_prime,race-condition-debug,baseline,3,74,1266,0,0,74,74.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,4036,,False,{},0,False,25.73,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/race-condition-debug_baseline_003.json,,,,
race-condition-debug_baseline_004,A_prime,race-condition-debug,baseline,4,74,1540,0,0,74,74.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,4622,,False,{},0,False,26.44,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/race-condition-debug_baseline_004.json,,,,
race-condition-debug_baseline_005,A_prime,race-condition-debug,baseline,5,74,1318,0,0,74,74.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,4052,,False,{},0,False,17.91,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/race-condition-debug_baseline_005.json,,,,
race-condition-debug_caveman_001,A_prime,race-condition-debug,caveman,1,1087,563,0,0,1087,1087.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1539,,False,{},0,False,22.52,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/race-condition-debug_caveman_001.json,,,,
race-condition-debug_caveman_002,A_prime,race-condition-debug,caveman,2,1087,414,0,0,1087,1087.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1126,,False,{},0,False,17.75,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/race-condition-debug_caveman_002.json,,,,
race-condition-debug_caveman_003,A_prime,race-condition-debug,caveman,3,1087,408,0,0,1087,1087.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1260,,False,{},0,False,10.39,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/race-condition-debug_caveman_003.json,,,,
race-condition-debug_caveman_004,A_prime,race-condition-debug,caveman,4,1087,1038,0,0,1087,1087.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2730,,False,{},0,False,19.56,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/race-condition-debug_caveman_004.json,,,,
race-condition-debug_caveman_005,A_prime,race-condition-debug,caveman,5,1087,453,0,0,1087,1087.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1320,,False,{},0,False,9.41,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/race-condition-debug_caveman_005.json,,,,
react-rerender_baseline_001,A_prime,react-rerender,baseline,1,72,691,0,0,72,72.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2446,,False,{},0,False,14.79,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/react-rerender_baseline_001.json,,,,
react-rerender_baseline_002,A_prime,react-rerender,baseline,2,72,789,0,0,72,72.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2630,,False,{},0,False,13.08,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/react-rerender_baseline_002.json,,,,
react-rerender_baseline_003,A_prime,react-rerender,baseline,3,72,859,0,0,72,72.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2794,,False,{},0,False,14.55,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/react-rerender_baseline_003.json,,,,
react-rerender_baseline_004,A_prime,react-rerender,baseline,4,72,816,0,0,72,72.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2579,,False,{},0,False,14.26,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/react-rerender_baseline_004.json,,,,
react-rerender_baseline_005,A_prime,react-rerender,baseline,5,72,803,0,0,72,72.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,2624,,False,{},0,False,13.4,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/react-rerender_baseline_005.json,,,,
react-rerender_caveman_001,A_prime,react-rerender,caveman,1,1085,186,0,0,1085,1085.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,508,,False,{},0,False,4.69,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/react-rerender_caveman_001.json,,,,
react-rerender_caveman_002,A_prime,react-rerender,caveman,2,1085,308,0,0,1085,1085.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,779,,False,{},0,False,8.53,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/react-rerender_caveman_002.json,,,,
react-rerender_caveman_003,A_prime,react-rerender,caveman,3,1085,216,0,0,1085,1085.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,603,,False,{},0,False,5.52,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/react-rerender_caveman_003.json,,,,
react-rerender_caveman_004,A_prime,react-rerender,caveman,4,1085,305,0,0,1085,1085.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,861,,False,{},0,False,6.21,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/react-rerender_caveman_004.json,,,,
react-rerender_caveman_005,A_prime,react-rerender,caveman,5,1085,357,0,0,1085,1085.0,0,0,0,0,0.0,claude-sonnet-4-6,end_turn,1045,,False,{},0,False,8.43,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_a_prime/react-rerender_caveman_005.json,,,,
async-refactor_baseline_001,B,async-refactor,baseline,1,3,285,5476,11636,17115,8011.6,1,1,6520,8219,0.028817800000000005,claude-sonnet-4-6,end_turn,857,5aec1968-4576-423c-b9b5-f266dec00fcd,False,{},0,False,8.13,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_001.json,,,,
async-refactor_baseline_002,B,async-refactor,baseline,2,3,282,0,17112,17115,1714.2,1,1,6026,7302,0.0099056,claude-sonnet-4-6,end_turn,828,4b2dd1f8-2488-4def-92a5-a20867c31b92,False,{},0,False,7.66,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_002.json,,,,
async-refactor_baseline_003,B,async-refactor,baseline,3,3,213,0,17112,17115,1714.2,1,1,5306,6886,0.008855599999999998,claude-sonnet-4-6,end_turn,653,f99ba190-0b27-48d4-a431-78794f86e054,False,{},0,False,6.8,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_003.json,,,,
async-refactor_baseline_004,B,async-refactor,baseline,4,3,190,0,17112,17115,1714.2,1,1,4538,5792,0.008500599999999999,claude-sonnet-4-6,end_turn,550,4620df56-2b96-4729-b541-b183dc052464,False,{},0,False,6.13,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_004.json,,,,
async-refactor_baseline_005,B,async-refactor,baseline,5,3,282,0,17112,17115,1714.2,1,1,5283,6266,0.0098756,claude-sonnet-4-6,end_turn,850,0e926f5b-26cb-4dcb-8758-a88067e3d8c7,False,{},0,False,6.83,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_005.json,,,,
async-refactor_baseline_006,B,async-refactor,baseline,6,3,265,5483,11636,17122,8020.35,1,1,5742,7017,0.02855905,claude-sonnet-4-6,end_turn,799,a86184a6-f5e6-4fc7-8b46-4779dc786255,False,{},0,False,7.37,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_006.json,,,,
async-refactor_baseline_007,B,async-refactor,baseline,7,3,170,0,17119,17122,1714.9,1,1,4929,6504,0.008202699999999999,claude-sonnet-4-6,end_turn,460,a294e0ed-64f9-43a8-b6b9-af8ea22469e1,False,{},0,False,6.49,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_007.json,,,,
async-refactor_baseline_008,B,async-refactor,baseline,8,3,211,0,17119,17122,1714.9,1,1,5212,6349,0.0088177,claude-sonnet-4-6,end_turn,608,e96e7e16-3baa-46ce-9c5f-c8da314c8d71,False,{},0,False,6.86,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_008.json,,,,
async-refactor_baseline_009,B,async-refactor,baseline,9,3,209,0,17119,17122,1714.9,1,1,5130,6171,0.008797699999999999,claude-sonnet-4-6,end_turn,622,6788dfca-6bfd-4f46-9139-106847d18f21,False,{},0,False,7.08,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_009.json,,,,
async-refactor_baseline_010,B,async-refactor,baseline,10,3,297,0,17119,17122,1714.9,1,1,5996,7242,0.010107699999999999,claude-sonnet-4-6,end_turn,885,ef06a339-b9cc-4274-a7fb-bd242a160205,False,{},0,False,8.07,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_010.json,,,,
async-refactor_baseline_011,B,async-refactor,baseline,11,3,302,0,17119,17122,1714.9,1,1,5808,6682,0.0101827,claude-sonnet-4-6,end_turn,846,28137608-238a-4b32-974d-aed87ce35891,False,{},0,False,7.51,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_011.json,,,,
async-refactor_baseline_012,B,async-refactor,baseline,12,3,262,0,17119,17122,1714.9,1,1,5940,6767,0.0095827,claude-sonnet-4-6,end_turn,766,6eb3cdc1-010e-4ea2-b28c-e6635fc2c406,False,{},0,False,7.64,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_012.json,,,,
async-refactor_baseline_013,B,async-refactor,baseline,13,3,293,0,17119,17122,1714.9,1,1,5660,6902,0.0100627,claude-sonnet-4-6,end_turn,888,46796d72-d0f0-4a51-a1d5-c52459bc9230,False,{},0,False,7.25,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_013.json,,,,
async-refactor_baseline_014,B,async-refactor,baseline,14,3,179,0,17119,17122,1714.9,1,1,4089,5521,0.008337699999999998,claude-sonnet-4-6,end_turn,519,327baa53-8ba0-4cc1-af09-987295520bd1,False,{},0,False,5.65,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_014.json,,,,
async-refactor_baseline_015,B,async-refactor,baseline,15,3,295,0,17119,17122,1714.9,1,1,7883,9222,0.0100777,claude-sonnet-4-6,end_turn,843,46f71275-b13c-47e4-a8a7-952cc018d7c3,False,{},0,False,9.47,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_baseline_015.json,,,,
async-refactor_caveman_001,B,async-refactor,caveman,1,3,223,6465,11636,18104,9247.85,1,1,4577,4520,0.03108855,claude-sonnet-4-6,end_turn,615,e0df6fab-ee3e-4b91-b892-19403da7b9b3,False,{},0,False,6.43,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/async-refactor_caveman_001.json,,,,
